ts,time,asset_id,server_id,rack_id,room_id,asset_temp_inlet_c,rack_inlet_c,room_temp_c,server_temp_c
t_020,2025-01-01T01:35:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,86.63,86.63,86.63,86.63
t_021,2025-01-01T01:40:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,88.12,88.12,88.12,88.12
t_022,2025-01-01T01:45:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,86.21,86.21,86.21,86.21
t_023,2025-01-01T01:50:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,86.32,86.32,86.32,86.32
t_024,2025-01-01T01:55:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,87.1,87.1,87.1,87.1
t_025,2025-01-01T02:00:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,86.31,86.31,86.31,86.31
t_026,2025-01-01T02:05:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,85.81,85.81,85.81,85.81
t_027,2025-01-01T02:10:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,85.45,85.45,85.45,85.45
t_028,2025-01-01T02:15:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,85.95,85.95,85.95,85.95
t_029,2025-01-01T02:20:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,86.89,86.89,86.89,86.89
t_030,2025-01-01T02:25:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,86.89,86.89,86.89,86.89
t_031,2025-01-01T02:30:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,86.59,86.59,86.59,86.59
t_032,2025-01-01T02:35:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,85.92,85.92,85.92,85.92
t_033,2025-01-01T02:40:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,86.15,86.15,86.15,86.15
t_034,2025-01-01T02:45:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,85.45,85.45,85.45,85.45
t_035,2025-01-01T02:50:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,85.25,85.25,85.25,85.25
t_036,2025-01-01T02:55:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,86.23,86.23,86.23,86.23
t_037,2025-01-01T03:00:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,86.29,86.29,86.29,86.29
t_038,2025-01-01T03:05:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,86.17,86.17,86.17,86.17
t_039,2025-01-01T03:10:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,85.7,85.7,85.7,85.7
t_040,2025-01-01T03:15:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,86.37,86.37,86.37,86.37
t_041,2025-01-01T03:20:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,87.09,87.09,87.09,87.09
t_042,2025-01-01T03:25:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,85.76,85.76,85.76,85.76
t_043,2025-01-01T03:30:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,85.7,85.7,85.7,85.7
t_044,2025-01-01T03:35:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,85.66,85.66,85.66,85.66
t_045,2025-01-01T03:40:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,85.14,85.14,85.14,85.14
t_046,2025-01-01T03:45:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,84.49,84.49,84.49,84.49
t_047,2025-01-01T03:50:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,84.89,84.89,84.89,84.89
t_048,2025-01-01T03:55:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,85.66,85.66,85.66,85.66
t_049,2025-01-01T04:00:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,86.78,86.78,86.78,86.78
t_050,2025-01-01T04:05:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,84.74,84.74,84.74,84.74
t_051,2025-01-01T04:10:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,84.49,84.49,84.49,84.49
t_052,2025-01-01T04:15:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,84.65,84.65,84.65,84.65
t_053,2025-01-01T04:20:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,83.66,83.66,83.66,83.66
t_054,2025-01-01T04:25:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,83.8,83.8,83.8,83.8
t_055,2025-01-01T04:30:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,83.86,83.86,83.86,83.86
t_056,2025-01-01T04:35:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,83.94,83.94,83.94,83.94
t_057,2025-01-01T04:40:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,82.82,82.82,82.82,82.82
t_058,2025-01-01T04:45:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,84.06,84.06,84.06,84.06
t_059,2025-01-01T04:50:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,84.13,84.13,84.13,84.13
t_060,2025-01-01T04:55:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,85.9,85.9,85.9,85.9
t_061,2025-01-01T05:00:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,86.38,86.38,86.38,86.38
t_062,2025-01-01T05:05:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,84.87,84.87,84.87,84.87
t_063,2025-01-01T05:10:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,85.2,85.2,85.2,85.2
t_064,2025-01-01T05:15:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,84.85,84.85,84.85,84.85
t_065,2025-01-01T05:20:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,85.82,85.82,85.82,85.82
t_066,2025-01-01T05:25:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,85.74,85.74,85.74,85.74
t_067,2025-01-01T05:30:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,85.2,85.2,85.2,85.2
t_068,2025-01-01T05:35:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,85.67,85.67,85.67,85.67
t_069,2025-01-01T05:40:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,85.73,85.73,85.73,85.73
t_070,2025-01-01T05:45:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,85.51,85.51,85.51,85.51
t_071,2025-01-01T05:50:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,87.12,87.12,87.12,87.12
t_072,2025-01-01T05:55:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,86.05,86.05,86.05,86.05
t_073,2025-01-01T06:00:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,85.46,85.46,85.46,85.46
t_074,2025-01-01T06:05:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,84.24,84.24,84.24,84.24
t_075,2025-01-01T06:10:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,84.71,84.71,84.71,84.71
t_076,2025-01-01T06:15:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,85.74,85.74,85.74,85.74
t_077,2025-01-01T06:20:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,83.99,83.99,83.99,83.99
t_078,2025-01-01T06:25:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,84.4,84.4,84.4,84.4
t_079,2025-01-01T06:30:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,83.9,83.9,83.9,83.9
t_080,2025-01-01T06:35:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,85.69,85.69,85.69,85.69
t_081,2025-01-01T06:40:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,86.71,86.71,86.71,86.71
t_082,2025-01-01T06:45:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,86.49,86.49,86.49,86.49
t_083,2025-01-01T06:50:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,87.24,87.24,87.24,87.24
t_084,2025-01-01T06:55:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,85.85,85.85,85.85,85.85
t_085,2025-01-01T07:00:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,86.48,86.48,86.48,86.48
t_086,2025-01-01T07:05:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,85.62,85.62,85.62,85.62
t_087,2025-01-01T07:10:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,85.83,85.83,85.83,85.83
t_088,2025-01-01T07:15:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,85.46,85.46,85.46,85.46
t_089,2025-01-01T07:20:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,85.26,85.26,85.26,85.26
t_090,2025-01-01T07:25:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,85.79,85.79,85.79,85.79
t_091,2025-01-01T07:30:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,84.64,84.64,84.64,84.64
t_092,2025-01-01T07:35:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,84.78,84.78,84.78,84.78
t_093,2025-01-01T07:40:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,85.21,85.21,85.21,85.21
t_094,2025-01-01T07:45:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,85.01,85.01,85.01,85.01
t_095,2025-01-01T07:50:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,85.29,85.29,85.29,85.29
t_096,2025-01-01T07:55:00Z,GPU-R01-S01-G01,R01-S01,R01,Room-1,85.12,85.12,85.12,85.12
t_001,2025-01-01T00:00:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,78.41,78.41,78.41,78.41
t_002,2025-01-01T00:05:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,78.46,78.46,78.46,78.46
t_003,2025-01-01T00:10:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,80.3,80.3,80.3,80.3
t_004,2025-01-01T00:15:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,78.39,78.39,78.39,78.39
t_005,2025-01-01T00:20:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,78.53,78.53,78.53,78.53
t_006,2025-01-01T00:25:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,79.64,79.64,79.64,79.64
t_007,2025-01-01T00:30:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,78.87,78.87,78.87,78.87
t_008,2025-01-01T00:35:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,77.3,77.3,77.3,77.3
t_009,2025-01-01T00:40:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,76.42,76.42,76.42,76.42
t_010,2025-01-01T00:45:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,76.67,76.67,76.67,76.67
t_011,2025-01-01T00:50:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,77.9,77.9,77.9,77.9
t_012,2025-01-01T00:55:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,78.18,78.18,78.18,78.18
t_013,2025-01-01T01:00:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,76.05,76.05,76.05,76.05
t_014,2025-01-01T01:05:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,75.91,75.91,75.91,75.91
t_015,2025-01-01T01:10:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,76.39,76.39,76.39,76.39
t_016,2025-01-01T01:15:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,75.51,75.51,75.51,75.51
t_017,2025-01-01T01:20:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,76.71,76.71,76.71,76.71
t_018,2025-01-01T01:25:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,74.9,74.9,74.9,74.9
t_019,2025-01-01T01:30:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,75.9,75.9,75.9,75.9
t_020,2025-01-01T01:35:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,76.07,76.07,76.07,76.07
t_021,2025-01-01T01:40:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,76.1,76.1,76.1,76.1
t_022,2025-01-01T01:45:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,76.28,76.28,76.28,76.28
t_023,2025-01-01T01:50:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,76.86,76.86,76.86,76.86
t_024,2025-01-01T01:55:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,77.28,77.28,77.28,77.28
t_025,2025-01-01T02:00:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,77.03,77.03,77.03,77.03
t_026,2025-01-01T02:05:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,75.53,75.53,75.53,75.53
t_027,2025-01-01T02:10:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,75.01,75.01,75.01,75.01
t_028,2025-01-01T02:15:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,74.68,74.68,74.68,74.68
t_029,2025-01-01T02:20:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,76.26,76.26,76.26,76.26
t_030,2025-01-01T02:25:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,76.41,76.41,76.41,76.41
t_031,2025-01-01T02:30:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,76.91,76.91,76.91,76.91
t_032,2025-01-01T02:35:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,75.74,75.74,75.74,75.74
t_033,2025-01-01T02:40:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,75.86,75.86,75.86,75.86
t_034,2025-01-01T02:45:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,76.81,76.81,76.81,76.81
t_035,2025-01-01T02:50:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,76.79,76.79,76.79,76.79
t_036,2025-01-01T02:55:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,76.83,76.83,76.83,76.83
t_037,2025-01-01T03:00:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,76.89,76.89,76.89,76.89
t_038,2025-01-01T03:05:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,77.95,77.95,77.95,77.95
t_039,2025-01-01T03:10:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,77.12,77.12,77.12,77.12
t_040,2025-01-01T03:15:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,77.66,77.66,77.66,77.66
t_041,2025-01-01T03:20:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,78.16,78.16,78.16,78.16
t_042,2025-01-01T03:25:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,76.79,76.79,76.79,76.79
t_043,2025-01-01T03:30:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,77.02,77.02,77.02,77.02
t_044,2025-01-01T03:35:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,77.05,77.05,77.05,77.05
t_045,2025-01-01T03:40:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,77.9,77.9,77.9,77.9
t_046,2025-01-01T03:45:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,78.32,78.32,78.32,78.32
t_047,2025-01-01T03:50:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,77.83,77.83,77.83,77.83
t_048,2025-01-01T03:55:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,77.65,77.65,77.65,77.65
t_049,2025-01-01T04:00:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,76.86,76.86,76.86,76.86
t_050,2025-01-01T04:05:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,76.8,76.8,76.8,76.8
t_051,2025-01-01T04:10:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,76.11,76.11,76.11,76.11
t_052,2025-01-01T04:15:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,75.74,75.74,75.74,75.74
t_053,2025-01-01T04:20:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,75.31,75.31,75.31,75.31
t_054,2025-01-01T04:25:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,76.7,76.7,76.7,76.7
t_055,2025-01-01T04:30:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,77.76,77.76,77.76,77.76
t_056,2025-01-01T04:35:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,77.17,77.17,77.17,77.17
t_057,2025-01-01T04:40:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,76.24,76.24,76.24,76.24
t_058,2025-01-01T04:45:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,76.52,76.52,76.52,76.52
t_059,2025-01-01T04:50:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,78.55,78.55,78.55,78.55
t_060,2025-01-01T04:55:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,79.61,79.61,79.61,79.61
t_061,2025-01-01T05:00:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,77.24,77.24,77.24,77.24
t_062,2025-01-01T05:05:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,76.9,76.9,76.9,76.9
t_063,2025-01-01T05:10:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,78.21,78.21,78.21,78.21
t_064,2025-01-01T05:15:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,77.74,77.74,77.74,77.74
t_065,2025-01-01T05:20:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,78.77,78.77,78.77,78.77
t_066,2025-01-01T05:25:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,77.84,77.84,77.84,77.84
t_067,2025-01-01T05:30:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,78.03,78.03,78.03,78.03
t_068,2025-01-01T05:35:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,77.85,77.85,77.85,77.85
t_069,2025-01-01T05:40:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,80.14,80.14,80.14,80.14
t_070,2025-01-01T05:45:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,79.66,79.66,79.66,79.66
t_071,2025-01-01T05:50:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,77.68,77.68,77.68,77.68
t_072,2025-01-01T05:55:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,76.97,76.97,76.97,76.97
t_073,2025-01-01T06:00:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,77.32,77.32,77.32,77.32
t_074,2025-01-01T06:05:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,75.72,75.72,75.72,75.72
t_075,2025-01-01T06:10:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,74.83,74.83,74.83,74.83
t_076,2025-01-01T06:15:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,74.85,74.85,74.85,74.85
t_077,2025-01-01T06:20:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,75.48,75.48,75.48,75.48
t_078,2025-01-01T06:25:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,77.12,77.12,77.12,77.12
t_079,2025-01-01T06:30:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,76.9,76.9,76.9,76.9
t_080,2025-01-01T06:35:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,77.12,77.12,77.12,77.12
t_081,2025-01-01T06:40:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,77.06,77.06,77.06,77.06
t_082,2025-01-01T06:45:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,76.52,76.52,76.52,76.52
t_083,2025-01-01T06:50:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,77.85,77.85,77.85,77.85
t_084,2025-01-01T06:55:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,76.68,76.68,76.68,76.68
t_085,2025-01-01T07:00:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,76.67,76.67,76.67,76.67
t_086,2025-01-01T07:05:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,76.57,76.57,76.57,76.57
t_087,2025-01-01T07:10:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,77.21,77.21,77.21,77.21
t_088,2025-01-01T07:15:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,78.46,78.46,78.46,78.46
t_089,2025-01-01T07:20:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,78.33,78.33,78.33,78.33
t_090,2025-01-01T07:25:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,78.95,78.95,78.95,78.95
t_091,2025-01-01T07:30:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,78.83,78.83,78.83,78.83
t_092,2025-01-01T07:35:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,77.64,77.64,77.64,77.64
t_093,2025-01-01T07:40:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,77.5,77.5,77.5,77.5
t_094,2025-01-01T07:45:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,78.44,78.44,78.44,78.44
t_095,2025-01-01T07:50:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,76.66,76.66,76.66,76.66
t_096,2025-01-01T07:55:00Z,GPU-R01-S01-G02,R01-S01,R01,Room-1,77.1,77.1,77.1,77.1
t_001,2025-01-01T00:00:00Z,GPU-R01-S01-G03,R01-S01,R01,Room-1,80.03,80.03,80.03,80.03
t_002,2025-01-01T00:05:00Z,GPU-R01-S01-G03,R01-S01,R01,Room-1,80.78,80.78,80.78,80.78
t_003,2025-01-01T00:10:00Z,GPU-R01-S01-G03,R01-S01,R01,Room-1,81.13,81.13,81.13,81.13
t_004,2025-01-01T00:15:00Z,GPU-R01-S01-G03,R01-S01,R01,Room-1,80.98,80.98,80.98,80.98
t_005,2025-01-01T00:20:00Z,GPU-R01-S01-G03,R01-S01,R01,Room-1,81.85,81.85,81.85,81.85
t_006,2025-01-01T00:25:00Z,GPU-R01-S01-G03,R01-S01,R01,Room-1,79.95,79.95,79.95,79.95
t_007,2025-01-01T00:30:00Z,GPU-R01-S01-G03,R01-S01,R01,Room-1,80.76,80.76,80.76,80.76
t_008,2025-01-01T00:35:00Z,GPU-R01-S01-G03,R01-S01,R01,Room-1,79.25,79.25,79.25,79.25
t_009,2025-01-01T00:40:00Z,GPU-R01-S01-G03,R01-S01,R01,Room-1,80.09,80.09,80.09,80.09
t_010,2025-01-01T00:45:00Z,GPU-R01-S01-G03,R01-S01,R01,Room-1,80.19,80.19,80.19,80.19
t_011,2025-01-01T00:50:00Z,GPU-R01-S01-G03,R01-S01,R01,Room-1,80.95,80.95,80.95,80.95
t_012,2025-01-01T00:55:00Z,GPU-R01-S01-G03,R01-S01,R01,Room-1,80.69,80.69,80.69,80.69
t_013,2025-01-01T01:00:00Z,GPU-R01-S01-G03,R01-S01,R01,Room-1,79.22,79.22,79.22,79.22
t_014,2025-01-01T01:05:00Z,GPU-R01-S01-G03,R01-S01,R01,Room-1,77.99,77.99,77.99,77.99
t_015,2025-01-01T01:10:00Z,GPU-R01-S01-G03,R01-S01,R01,Room-1,79.29,79.29,79.29,79.29
t_016,2025-01-01T01:15:00Z,GPU-R01-S01-G03,R01-S01,R01,Room-1,79.58,79.58,79.58,79.58
t_017,2025-01-01T01:20:00Z,GPU-R01-S01-G03,R01-S01,R01,Room-1,79.35,79.35,79.35,79.35
t_018,2025-01-01T01:25:00Z,GPU-R01-S01-G03,R01-S01,R01,Room-1,79.42,79.42,79.42,79.42
t_019,2025-01-01T01:30:00Z,GPU-R01-S01-G03,R01-S01,R01,Room-1,79.18,79.18,79.18,79.18
t_020,2025-01-01T01:35:00Z,GPU-R01-S01-G03,R01-S01,R01,Room-1,79.44,79.44,79.44,79.44
t_021,2025-01-01T01:40:00Z,GPU-R01-S01-G03,R01-S01,R01,Room-1,78.98,78.98,78.98,78.98
t_022,2025-01-01T01:45:00Z,GPU-R01-S01-G03,R01-S01,R01,Room-1,77.87,77.87,77.87,77.87
t_023,2025-01-01T01:50:00Z,GPU-R01-S01-G03,R01-S01,R01,Room-1,78.61,78.61,78.61,78.61
t_024,2025-01-01T01:55:00Z,GPU-R01-S01-G03,R01-S01,R01,Room-1,80.06,80.06,80.06,80.06
t_025,2025-01-01T02:00:00Z,GPU-R01-S01-G03,R01-S01,R01,Room-1,81.6,81.6,81.6,81.6
t_026,2025-01-01T02:05:00Z,GPU-R01-S01-G03,R01-S01,R01,Room-1,81.03,81.03,81.03,81.03
t_027,2025-01-01T02:10:00Z,GPU-R01-S01-G03,R01-S01,R01,Room-1,80.61,80.61,80.61,80.61
t_028,2025-01-01T02:15:00Z,GPU-R01-S01-G03,R01-S01,R01,Room-1,81.2,81.2,81.2,81.2
t_029,2025-01-01T02:20:00Z,GPU-R01-S01-G03,R01-S01,R01,Room-1,80.83,80.83,80.83,80.83
t_030,2025-01-01T02:25:00Z,GPU-R01-S01-G03,R01-S01,R01,Room-1,80.21,80.21,80.21,80.21
t_031,2025-01-01T02:30:00Z,GPU-R01-S01-G03,R01-S01,R01,Room-1,78.8,78.8,78.8,78.8
t_032,2025-01-01T02:35:00Z,GPU-R01-S01-G03,R01-S01,R01,Room-1,78.33,78.33,78.33,78.33
